country,discipline,url
KGZ,wrestling-mgr-59-kg-bronze.js,https://www.rio2016.com/en/wrestling-mgr-59-kg-bronze
JPN,weightlifting-mens-62kg-group-a.js,https://www.rio2016.com/en/weightlifting-mens-62kg-group-a
GRE,rowing-womens-double-sculls-final-a.js,https://www.rio2016.com/en/rowing-womens-double-sculls-final-a
CHN,artistic-gymnastics-womens-individual-all-around-final.js,https://www.rio2016.com/en/artistic-gymnastics-womens-individual-all-around-final
POL,rowing-mens-quad-sculls-final-a.js,https://www.rio2016.com/en/rowing-mens-quad-sculls-final-a
GBR,shooting-double-trap-mens-bronze-medal-match.js,https://www.rio2016.com/en/shooting-double-trap-mens-bronze-medal-match
DEN,rowing-lwt-mens-double-sculls-final-a.js,https://www.rio2016.com/en/rowing-lwt-mens-double-sculls-final-a
ITA,fencing-mens-foil-team-bronze-medal-match.js,https://www.rio2016.com/en/fencing-mens-foil-team-bronze-medal-match
NED,cycling-track-womens-sprint-finals-gold.js,https://www.rio2016.com/en/cycling-track-womens-sprint-finals-gold
ISR,judo-men-73-kg-contest-for-bronze-medal-a.js,https://www.rio2016.com/en/judo-men-73-kg-contest-for-bronze-medal-a
SWE,taekwondo-women-57kg-bronze-medal-contests-tk-2.js,https://www.rio2016.com/en/taekwondo-women-57kg-bronze-medal-contests-tk-2
KOR,canoe-sprint-mens-kayak-single-200m-final-a.js,https://www.rio2016.com/en/canoe-sprint-mens-kayak-single-200m-final-a
CAN,rowing-womens-single-sculls-final-a.js,https://www.rio2016.com/en/rowing-womens-single-sculls-final-a
GBR,swimming-mens-400m-individual-medley-final.js,https://www.rio2016.com/en/swimming-mens-400m-individual-medley-final
GER,canoe-slalom-kayak-k1-men-final.js,https://www.rio2016.com/en/canoe-slalom-kayak-k1-men-final
USA,wrestling-mfs-65-kg-bronze.js,https://www.rio2016.com/en/wrestling-mfs-65-kg-bronze
ESP,swimming-womens-800m-freestyle-final.js,https://www.rio2016.com/en/swimming-womens-800m-freestyle-final
USA,rowing-lwt-mens-four-final-a.js,https://www.rio2016.com/en/rowing-lwt-mens-four-final-a
POL,rowing-womens-pair-final-a.js,https://www.rio2016.com/en/rowing-womens-pair-final-a
VEN,taekwondo-men-68kg-bronze-medal-contests.js,https://www.rio2016.com/en/taekwondo-men-68kg-bronze-medal-contests
FRA,artistic-gymnastics-mens-pommel-horse-final.js,https://www.rio2016.com/en/artistic-gymnastics-mens-pommel-horse-final
CHN,wrestling-wfs-53-kg-bronze-wr-2.js,https://www.rio2016.com/en/wrestling-wfs-53-kg-bronze-wr-2
ITA,athletics-womens-20km-race-walk.js,https://www.rio2016.com/en/athletics-womens-20km-race-walk
RUS,swimming-mens-4-x-100m-freestyle-relay-final.js,https://www.rio2016.com/en/swimming-mens-4-x-100m-freestyle-relay-final
UKR,synchronised-swimming-duets-free-routine-final.js,https://www.rio2016.com/en/synchronised-swimming-duets-free-routine-final
GBR,taekwondo-men-80kg-bronze-medal-contests-tk-3.js,https://www.rio2016.com/en/taekwondo-men-80kg-bronze-medal-contests-tk-3
RUS,cycling-track-womens-keirin-finals-1-6.js,https://www.rio2016.com/en/cycling-track-womens-keirin-finals-1-6
JPN,artistic-gymnastics-mens-floor-exercise-final.js,https://www.rio2016.com/en/artistic-gymnastics-mens-floor-exercise-final
CZE,canoe-sprint-mens-kayak-double-1000m-final-a.js,https://www.rio2016.com/en/canoe-sprint-mens-kayak-double-1000m-final-a
UZB,judo-men-100-kg-contest-for-bronze-medal-a-ju-2.js,https://www.rio2016.com/en/judo-men-100-kg-contest-for-bronze-medal-a-ju-2
CHN,weightlifting-mens-105kg-group-a.js,https://www.rio2016.com/en/weightlifting-mens-105kg-group-a
DEN,sailing-49er-men-medal-race.js,https://www.rio2016.com/en/sailing-49er-men-medal-race
SWE,judo-men-90-kg-contest-for-bronze-medal-a.js,https://www.rio2016.com/en/judo-men-90-kg-contest-for-bronze-medal-a
ARG,canoe-sprint-mens-kayak-four-1000m-final-a.js,https://www.rio2016.com/en/canoe-sprint-mens-kayak-four-1000m-final-a
ESP,cycling-road-mens-individual-time-trial.js,https://www.rio2016.com/en/cycling-road-mens-individual-time-trial
GER,golf-mens-round-4.js,https://www.rio2016.com/en/golf-mens-round-4
UKR,shooting-skeet-mens-bronze-medal-match.js,https://www.rio2016.com/en/shooting-skeet-mens-bronze-medal-match
JAM,athletics-mens-100m-final.js,https://www.rio2016.com/en/athletics-mens-100m-final
JPN,golf-mens-round-4.js,https://www.rio2016.com/en/golf-mens-round-4
VEN,wrestling-wfs-53-kg-bronze.js,https://www.rio2016.com/en/wrestling-wfs-53-kg-bronze
JPN,wrestling-mgr-66-kg-bronze.js,https://www.rio2016.com/en/wrestling-mgr-66-kg-bronze
GBR,sailing-rs-x-men-medal-race.js,https://www.rio2016.com/en/sailing-rs-x-men-medal-race
CZE,rowing-womens-double-sculls-final-a.js,https://www.rio2016.com/en/rowing-womens-double-sculls-final-a
CHN,marathon-swimming-mens-10km.js,https://www.rio2016.com/en/marathon-swimming-mens-10km
UZB,wrestling-mfs-74-kg-bronze.js,https://www.rio2016.com/en/wrestling-mfs-74-kg-bronze
FRA,athletics-mens-800m-final.js,https://www.rio2016.com/en/athletics-mens-800m-final
CAN,athletics-mens-decathlon-1500m-heat-2.js,https://www.rio2016.com/en/athletics-mens-decathlon-1500m-heat-2
SLO,canoe-sprint-womens-kayak-single-200m-final-a.js,https://www.rio2016.com/en/canoe-sprint-womens-kayak-single-200m-final-a
CHN,artistic-gymnastics-mens-rings-final.js,https://www.rio2016.com/en/artistic-gymnastics-mens-rings-final
AUS,canoe-sprint-mens-kayak-single-1000m-final-a.js,https://www.rio2016.com/en/canoe-sprint-mens-kayak-single-1000m-final-a
NED,cycling-road-womens-individual-time-trial.js,https://www.rio2016.com/en/cycling-road-womens-individual-time-trial
AUS,cycling-track-mens-team-sprint-finals-gold.js,https://www.rio2016.com/en/cycling-track-mens-team-sprint-finals-gold
BRA,athletics-mens-20km-race-walk.js,https://www.rio2016.com/en/athletics-mens-20km-race-walk
GER,athletics-mens-javelin-throw-final.js,https://www.rio2016.com/en/athletics-mens-javelin-throw-final
USA,cycling-bmx-mens-final.js,https://www.rio2016.com/en/cycling-bmx-mens-final
VEN,wrestling-mfs-86-kg-bronze.js,https://www.rio2016.com/en/wrestling-mfs-86-kg-bronze
RSA,rowing-lwt-mens-double-sculls-final-a.js,https://www.rio2016.com/en/rowing-lwt-mens-double-sculls-final-a
AUS,cycling-track-mens-sprint-finals-gold.js,https://www.rio2016.com/en/cycling-track-mens-sprint-finals-gold
BEL,golf-mens-round-4.js,https://www.rio2016.com/en/golf-mens-round-4
CAN,diving-womens-sync-3m-springboard-final.js,https://www.rio2016.com/en/diving-womens-sync-3m-springboard-final
JPN,trampoline-gymnastics-mens-final-gt-2.js,https://www.rio2016.com/en/trampoline-gymnastics-mens-final-gt-2
SRB,rowing-mens-double-sculls-final-a.js,https://www.rio2016.com/en/rowing-mens-double-sculls-final-a
DOM,weightlifting-womens-48kg-group-a.js,https://www.rio2016.com/en/weightlifting-womens-48kg-group-a
NZL,sailing-nacra-17-mixed-medal-race.js,https://www.rio2016.com/en/sailing-nacra-17-mixed-medal-race
NCA,weightlifting-womens-53kg-group-a.js,https://www.rio2016.com/en/weightlifting-womens-53kg-group-a
USA,rowing-womens-pair-final-a.js,https://www.rio2016.com/en/rowing-womens-pair-final-a
CUB,wrestling-mfs-86-kg-bronze-wr-2.js,https://www.rio2016.com/en/wrestling-mfs-86-kg-bronze-wr-2
GBR,swimming-womens-200m-breaststroke-final.js,https://www.rio2016.com/en/swimming-womens-200m-breaststroke-final
NZL,rowing-lwt-womens-double-sculls-final-a.js,https://www.rio2016.com/en/rowing-lwt-womens-double-sculls-final-a
CAN,athletics-womens-4-x-400m-relay-final.js,https://www.rio2016.com/en/athletics-womens-4-x-400m-relay-final
GEO,wrestling-mfs-97-kg-bronze.js,https://www.rio2016.com/en/wrestling-mfs-97-kg-bronze
CAN,canoe-sprint-mens-canoe-single-1000m-final-a.js,https://www.rio2016.com/en/canoe-sprint-mens-canoe-single-1000m-final-a
KGZ,wrestling-wfs-58-kg-bronze-wr-2.js,https://www.rio2016.com/en/wrestling-wfs-58-kg-bronze-wr-2
EGY,rowing-mens-single-sculls-final-a.js,https://www.rio2016.com/en/rowing-mens-single-sculls-final-a
IND,weightlifting-mens-77kg-group-a.js,https://www.rio2016.com/en/weightlifting-mens-77kg-group-a
KAZ,weightlifting-mens-56kg-group-a.js,https://www.rio2016.com/en/weightlifting-mens-56kg-group-a
MGL,judo-women-48-kg-contest-for-bronze-medal-a.js,https://www.rio2016.com/en/judo-women-48-kg-contest-for-bronze-medal-a
ITA,shooting-50m-rifle-3-positions-womens-finals.js,https://www.rio2016.com/en/shooting-50m-rifle-3-positions-womens-finals
SVK,canoe-slalom-kayak-k1-women-final.js,https://www.rio2016.com/en/canoe-slalom-kayak-k1-women-final
ESP,judo-women-70-kg-contest-for-bronze-medal-b.js,https://www.rio2016.com/en/judo-women-70-kg-contest-for-bronze-medal-b
CHN,swimming-womens-4-x-200m-freestyle-relay-final.js,https://www.rio2016.com/en/swimming-womens-4-x-200m-freestyle-relay-final
USA,rowing-lwt-womens-double-sculls-final-a.js,https://www.rio2016.com/en/rowing-lwt-womens-double-sculls-final-a
ARM,weightlifting-mens-105kg-group-a-wl-2.js,https://www.rio2016.com/en/weightlifting-mens-105kg-group-a-wl-2
SWE,wrestling-mgr-98-kg-bronze-wr-2.js,https://www.rio2016.com/en/wrestling-mgr-98-kg-bronze-wr-2
CAN,cycling-mountain-bike-womens-cross-country.js,https://www.rio2016.com/en/cycling-mountain-bike-womens-cross-country
KEN,athletics-womens-10-000m.js,https://www.rio2016.com/en/athletics-womens-10-000m
DEN,sailing-49er-fx-women-medal-race.js,https://www.rio2016.com/en/sailing-49er-fx-women-medal-race
COL,weightlifting-womens-69kg-group-a.js,https://www.rio2016.com/en/weightlifting-womens-69kg-group-a
TUR,weightlifting-womens-69kg-group-a.js,https://www.rio2016.com/en/weightlifting-womens-69kg-group-a
UKR,wrestling-mfs-97-kg-bronze-wr-2.js,https://www.rio2016.com/en/wrestling-mfs-97-kg-bronze-wr-2
AUS,cycling-track-mens-sprint-finals-bronze.js,https://www.rio2016.com/en/cycling-track-mens-sprint-finals-bronze
CZE,athletics-womens-400m-hurdles-final.js,https://www.rio2016.com/en/athletics-womens-400m-hurdles-final
USA,swimming-mens-1500m-freestyle-final.js,https://www.rio2016.com/en/swimming-mens-1500m-freestyle-final
IRI,fencing-mens-sabre-individual-bronze-medal-bout.js,https://www.rio2016.com/en/fencing-mens-sabre-individual-bronze-medal-bout
IRL,athletics-mens-400m-hurdles-final.js,https://www.rio2016.com/en/athletics-mens-400m-hurdles-final
USA,athletics-womens-heptathlon-800m-heat-3.js,https://www.rio2016.com/en/athletics-womens-heptathlon-800m-heat-3
BEL,athletics-mens-4-x-400m-relay-final.js,https://www.rio2016.com/en/athletics-mens-4-x-400m-relay-final
BEL,taekwondo-women-57kg-bronze-medal-contests.js,https://www.rio2016.com/en/taekwondo-women-57kg-bronze-medal-contests
THA,weightlifting-mens-69kg-group-a.js,https://www.rio2016.com/en/weightlifting-mens-69kg-group-a
MEX,weightlifting-mens-69kg-group-a.js,https://www.rio2016.com/en/weightlifting-mens-69kg-group-a
UKR,synchronised-swimming-teams-free-routine.js,https://www.rio2016.com/en/synchronised-swimming-teams-free-routine
USA,athletics-mens-long-jump-final.js,https://www.rio2016.com/en/athletics-mens-long-jump-final
RUS,shooting-50m-rifle-prone-mens-finals.js,https://www.rio2016.com/en/shooting-50m-rifle-prone-mens-finals
FRA,cycling-road-mens-road-race.js,https://www.rio2016.com/en/cycling-road-mens-road-race
ITA,artistic-gymnastics-womens-floor-exercise-final.js,https://www.rio2016.com/en/artistic-gymnastics-womens-floor-exercise-final
CHN,swimming-mens-200m-backstroke-final.js,https://www.rio2016.com/en/swimming-mens-200m-backstroke-final
ITA,judo-men-81-kg-contest-for-bronze-medal-a.js,https://www.rio2016.com/en/judo-men-81-kg-contest-for-bronze-medal-a
GER,athletics-womens-long-jump-final.js,https://www.rio2016.com/en/athletics-womens-long-jump-final
NED,cycling-track-womens-sprint-finals-bronze.js,https://www.rio2016.com/en/cycling-track-womens-sprint-finals-bronze
BRA,sailing-laser-men-medal-race.js,https://www.rio2016.com/en/sailing-laser-men-medal-race
HUN,water-polo-womens-bronze-medal-match-wp-2.js,https://www.rio2016.com/en/water-polo-womens-bronze-medal-match-wp-2
CZE,athletics-mens-pole-vault-final.js,https://www.rio2016.com/en/athletics-mens-pole-vault-final
MEX,shooting-10m-air-pistol-womens-finals.js,https://www.rio2016.com/en/shooting-10m-air-pistol-womens-finals
JPN,golf-womens-round-4.js,https://www.rio2016.com/en/golf-womens-round-4
USA,sailing-nacra-17-mixed-medal-race.js,https://www.rio2016.com/en/sailing-nacra-17-mixed-medal-race
ESP,sailing-49er-fx-women-medal-race.js,https://www.rio2016.com/en/sailing-49er-fx-women-medal-race
RSA,rowing-mens-four-final-a.js,https://www.rio2016.com/en/rowing-mens-four-final-a
FRA,taekwondo-women-67kg-bronze-medal-contests-tk-4.js,https://www.rio2016.com/en/taekwondo-women-67kg-bronze-medal-contests-tk-4
USA,cycling-bmx-womens-final.js,https://www.rio2016.com/en/cycling-bmx-womens-final
AUS,equestrian-eventing-individual-jumping-final.js,https://www.rio2016.com/en/equestrian-eventing-individual-jumping-final
AUS,sailing-49er-men-medal-race.js,https://www.rio2016.com/en/sailing-49er-men-medal-race
AUT,judo-women-70-kg-contest-for-bronze-medal-a.js,https://www.rio2016.com/en/judo-women-70-kg-contest-for-bronze-medal-a
BRA,sailing-470-women-medal-race.js,https://www.rio2016.com/en/sailing-470-women-medal-race
BEL,rowing-mens-single-sculls-final-a.js,https://www.rio2016.com/en/rowing-mens-single-sculls-final-a
ITA,fencing-womens-sabre-team-bronze-medal-match.js,https://www.rio2016.com/en/fencing-womens-sabre-team-bronze-medal-match
IRI,rowing-womens-single-sculls-final-a.js,https://www.rio2016.com/en/rowing-womens-single-sculls-final-a
GBR,rowing-mens-pair-final-a.js,https://www.rio2016.com/en/rowing-mens-pair-final-a
CHN,artistic-gymnastics-mens-parallel-bars-final.js,https://www.rio2016.com/en/artistic-gymnastics-mens-parallel-bars-final
FRA,athletics-mens-110m-hurdles-final.js,https://www.rio2016.com/en/athletics-mens-110m-hurdles-final
ROU,judo-women-57-kg-contest-for-bronze-medal-a.js,https://www.rio2016.com/en/judo-women-57-kg-contest-for-bronze-medal-a
HUN,judo-men-73-kg-contest-for-bronze-medal-b.js,https://www.rio2016.com/en/judo-men-73-kg-contest-for-bronze-medal-b
HUN,canoe-sprint-mens-canoe-double-1000m-final-a.js,https://www.rio2016.com/en/canoe-sprint-mens-canoe-double-1000m-final-a
USA,swimming-mens-400m-freestyle-final.js,https://www.rio2016.com/en/swimming-mens-400m-freestyle-final
TTO,athletics-mens-400m-final.js,https://www.rio2016.com/en/athletics-mens-400m-final
BLR,canoe-sprint-womens-kayak-single-500m-final-a.js,https://www.rio2016.com/en/canoe-sprint-womens-kayak-single-500m-final-a
RUS,canoe-sprint-mens-canoe-single-1000m-final-a.js,https://www.rio2016.com/en/canoe-sprint-mens-canoe-single-1000m-final-a
INA,rowing-mens-single-sculls-final-a.js,https://www.rio2016.com/en/rowing-mens-single-sculls-final-a
GER,athletics-womens-4-x-100m-relay-final.js,https://www.rio2016.com/en/athletics-womens-4-x-100m-relay-final
ITA,rowing-lwt-mens-four-final-a.js,https://www.rio2016.com/en/rowing-lwt-mens-four-final-a
KAZ,wrestling-wfs-48-kg-bronze.js,https://www.rio2016.com/en/wrestling-wfs-48-kg-bronze
CAN,swimming-mens-100m-freestyle-final.js,https://www.rio2016.com/en/swimming-mens-100m-freestyle-final
CUB,judo-women-78-kg-contest-for-bronze-medal-a.js,https://www.rio2016.com/en/judo-women-78-kg-contest-for-bronze-medal-a
UZB,rowing-mens-single-sculls-final-a.js,https://www.rio2016.com/en/rowing-mens-single-sculls-final-a
SVK,shooting-10m-air-pistol-mens-finals.js,https://www.rio2016.com/en/shooting-10m-air-pistol-mens-finals
POL,taekwondo-men-80kg-bronze-medal-contests-tk-2.js,https://www.rio2016.com/en/taekwondo-men-80kg-bronze-medal-contests-tk-2
AZE,wrestling-mgr-59-kg-bronze-wr-2.js,https://www.rio2016.com/en/wrestling-mgr-59-kg-bronze-wr-2
NZL,cycling-track-mens-team-pursuit-finals-gold.js,https://www.rio2016.com/en/cycling-track-mens-team-pursuit-finals-gold
GER,athletics-mens-decathlon-1500m-heat-2.js,https://www.rio2016.com/en/athletics-mens-decathlon-1500m-heat-2
USA,athletics-womens-400m-final.js,https://www.rio2016.com/en/athletics-womens-400m-final
GER,athletics-womens-hammer-throw-final.js,https://www.rio2016.com/en/athletics-womens-hammer-throw-final
MAR,athletics-mens-3000m-steeplechase-final.js,https://www.rio2016.com/en/athletics-mens-3000m-steeplechase-final
POL,athletics-womens-javelin-throw-final.js,https://www.rio2016.com/en/athletics-womens-javelin-throw-final
BER,rowing-womens-single-sculls-final-a.js,https://www.rio2016.com/en/rowing-womens-single-sculls-final-a
NED,sailing-rs-x-women-medal-race.js,https://www.rio2016.com/en/sailing-rs-x-women-medal-race
GER,wrestling-mgr-130-kg-bronze.js,https://www.rio2016.com/en/wrestling-mgr-130-kg-bronze
BEL,sailing-laser-radial-women-medal-race.js,https://www.rio2016.com/en/sailing-laser-radial-women-medal-race
EST,fencing-womens-epee-team-bronze-medal-match.js,https://www.rio2016.com/en/fencing-womens-epee-team-bronze-medal-match
NZL,equestrian-eventing-team-jumping-final.js,https://www.rio2016.com/en/equestrian-eventing-team-jumping-final
GEO,judo-men-81-kg-contest-for-bronze-medal-b.js,https://www.rio2016.com/en/judo-men-81-kg-contest-for-bronze-medal-b
NZL,rowing-mens-quad-sculls-final-a.js,https://www.rio2016.com/en/rowing-mens-quad-sculls-final-a
NED,sailing-470-women-medal-race.js,https://www.rio2016.com/en/sailing-470-women-medal-race
NZL,rowing-womens-eight-final-a.js,https://www.rio2016.com/en/rowing-womens-eight-final-a
EGY,wrestling-wfs-69-kg-bronze.js,https://www.rio2016.com/en/wrestling-wfs-69-kg-bronze
CIV,athletics-womens-200m-final.js,https://www.rio2016.com/en/athletics-womens-200m-final
JPN,judo-women-63-kg-contest-for-bronze-medal-a.js,https://www.rio2016.com/en/judo-women-63-kg-contest-for-bronze-medal-a
MEX,taekwondo-men-58kg-bronze-medal-contests-tk-2.js,https://www.rio2016.com/en/taekwondo-men-58kg-bronze-medal-contests-tk-2
FRA,canoe-sprint-womens-kayak-four-500m-final-a.js,https://www.rio2016.com/en/canoe-sprint-womens-kayak-four-500m-final-a
GEO,judo-men-60-kg-contest-for-bronze-medal-b.js,https://www.rio2016.com/en/judo-men-60-kg-contest-for-bronze-medal-b
GBR,athletics-mens-high-jump-final.js,https://www.rio2016.com/en/athletics-mens-high-jump-final
BRA,sailing-finn-men-medal-race.js,https://www.rio2016.com/en/sailing-finn-men-medal-race
FRA,sailing-470-men-medal-race.js,https://www.rio2016.com/en/sailing-470-men-medal-race
GBR,swimming-mens-200m-breaststroke-final.js,https://www.rio2016.com/en/swimming-mens-200m-breaststroke-final
AUS,cycling-track-mens-team-sprint-finals-bronze.js,https://www.rio2016.com/en/cycling-track-mens-team-sprint-finals-bronze
USA,swimming-womens-200m-butterfly-final.js,https://www.rio2016.com/en/swimming-womens-200m-butterfly-final
MEX,athletics-mens-hammer-throw-final.js,https://www.rio2016.com/en/athletics-mens-hammer-throw-final
MEX,diving-womens-10m-platform-final.js,https://www.rio2016.com/en/diving-womens-10m-platform-final
CHN,shooting-25m-rapid-fire-pistol-mens-finals.js,https://www.rio2016.com/en/shooting-25m-rapid-fire-pistol-mens-finals
AZE,judo-men-60-kg-contest-for-bronze-medal-a.js,https://www.rio2016.com/en/judo-men-60-kg-contest-for-bronze-medal-a
GBR,fencing-mens-foil-individual-bronze-medal-bout.js,https://www.rio2016.com/en/fencing-mens-foil-individual-bronze-medal-bout
NZL,sailing-laser-men-medal-race.js,https://www.rio2016.com/en/sailing-laser-men-medal-race
BLR,weightlifting-mens-105kg-group-a-wl-2.js,https://www.rio2016.com/en/weightlifting-mens-105kg-group-a-wl-2
CAN,athletics-mens-50km-race-walk.js,https://www.rio2016.com/en/athletics-mens-50km-race-walk
KEN,athletics-womens-3000m-steeplechase-final.js,https://www.rio2016.com/en/athletics-womens-3000m-steeplechase-final
FRA,cycling-mountain-bike-mens-cross-country.js,https://www.rio2016.com/en/cycling-mountain-bike-mens-cross-country
UKR,judo-men-100-kg-contest-for-bronze-medal-b.js,https://www.rio2016.com/en/judo-men-100-kg-contest-for-bronze-medal-b
AUS,modern-pentathlon-mens-combined-running-shooting.js,https://www.rio2016.com/en/modern-pentathlon-mens-combined-running-shooting
POL,canoe-sprint-womens-kayak-single-500m-final-a.js,https://www.rio2016.com/en/canoe-sprint-womens-kayak-single-500m-final-a
GBR,swimming-womens-50m-freestyle-final.js,https://www.rio2016.com/en/swimming-womens-50m-freestyle-final
KEN,athletics-womens-5000m-final.js,https://www.rio2016.com/en/athletics-womens-5000m-final
GER,shooting-10m-air-rifle-womens-finals.js,https://www.rio2016.com/en/shooting-10m-air-rifle-womens-finals
